time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010536349642	193.494	37.2751	2.50904	-0.308623	-0.272025	radar	0.135945	193.555	37.4234	193.738	37.3853	2.02462	0.0250452
1477010537349642	195.964	37.3925	2.46725	0.26177	0.278121	lidar	1.12408	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
1477010537349642	195.878	37.3868	2.26949	0.272125	0.340464	radar	2.47978	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
1477010538349642	197.716	37.7321	2.28392	0.174682	0.0563117	lidar	0.195771	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
1477010538349642	197.674	37.723	2.20438	0.180783	0.0564205	radar	0.524064	197.582	37.303	197.683	37.2395	1.81869	-0.159495
1477010539349642	199.294	37.2961	2.19914	-0.435551	-0.364834	lidar	0.33461	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
1477010539349642	199.307	37.2987	2.20083	-0.436179	-0.365533	radar	0.0466437	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
1477010540349642	201.509	36.9981	2.20593	0.0350347	0.184182	lidar	1.39099	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
1477010540349642	201.404	36.9852	2.01658	-0.105291	-0.0166303	radar	2.9203	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
1477010541349642	202.958	36.4619	2.05668	-0.400568	-0.195737	lidar	0.0966275	202.962	36.4568	202.801	36.4212	1.50137	-0.353671
1477010541349642	202.924	36.4448	1.9935	-0.547617	-0.40445	radar	0.402823	202.65	37.2445	202.801	36.4212	1.50137	-0.353671
1477010542349642	204.035	36.1488	1.66253	-0.54797	-0.161268	lidar	2.09704	203.991	36.1967	204.294	36.0343	1.40095	-0.396497
1477010542349642	204.016	36.1471	1.71374	-0.386702	0.154129	radar	0.723144	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
